validator,message_class_id,message_template,severity_as_emitted,objects,adjudication,citation_section,citation_table,citation_quote,rationale
dicom-validator,8eabe94248a7,Module <SR Document Content> (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Measured Value Sequence) Tag (TAG) (Numeric Value) has invalid value '-14.7669067382812' for VR DS,ERROR,1,NET,PS3.5 Section 6.2 Value Representation,"PS3.5 Table 6.2-1 DICOM Value Representations, row DS","PS3.5 Table 6.2-1, row ""DS"" Decimal String, Length of Value column: ""16 bytes maximum"".","The same 17 character values dciodvfy reports, found independently by a second codebase through a different route, pydicom's VR validation rather than a dicom3tools length check. Off-part on the same terms as the dciodvfy DS length classes."
dicom-validator,8ed9a95e1aed,Module <SR Document Content> (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Measured Value Sequence) Tag (TAG) (Numeric Value) has invalid value '-188.264465332031' for VR DS,ERROR,1,NET,PS3.5 Section 6.2 Value Representation,"PS3.5 Table 6.2-1 DICOM Value Representations, row DS","PS3.5 Table 6.2-1, row ""DS"" Decimal String, Length of Value column: ""16 bytes maximum"".","The same 17 character values dciodvfy reports, found independently by a second codebase through a different route, pydicom's VR validation rather than a dicom3tools length check. Off-part on the same terms as the dciodvfy DS length classes."
dicom-validator,941c65b15c9b,Module <SR Document Content> (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Measured Value Sequence) Tag (TAG) (Numeric Value) has invalid value '-128.989685058594' for VR DS,ERROR,1,NET,PS3.5 Section 6.2 Value Representation,"PS3.5 Table 6.2-1 DICOM Value Representations, row DS","PS3.5 Table 6.2-1, row ""DS"" Decimal String, Length of Value column: ""16 bytes maximum"".","The same 17 character values dciodvfy reports, found independently by a second codebase through a different route, pydicom's VR validation rather than a dicom3tools length check. Off-part on the same terms as the dciodvfy DS length classes."
dicom-validator,94455968573e,Module <SR Document Content> (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Measured Value Sequence) Tag (TAG) (Numeric Value) has invalid value '-40.1713256835938' for VR DS,ERROR,1,NET,PS3.5 Section 6.2 Value Representation,"PS3.5 Table 6.2-1 DICOM Value Representations, row DS","PS3.5 Table 6.2-1, row ""DS"" Decimal String, Length of Value column: ""16 bytes maximum"".","The same 17 character values dciodvfy reports, found independently by a second codebase through a different route, pydicom's VR validation rather than a dicom3tools length check. Off-part on the same terms as the dciodvfy DS length classes."
dicom-validator,96643a54917c,Module <SR Document Content> (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Measured Value Sequence) Tag (TAG) (Numeric Value) has invalid value '-118.193908691406' for VR DS,ERROR,1,NET,PS3.5 Section 6.2 Value Representation,"PS3.5 Table 6.2-1 DICOM Value Representations, row DS","PS3.5 Table 6.2-1, row ""DS"" Decimal String, Length of Value column: ""16 bytes maximum"".","The same 17 character values dciodvfy reports, found independently by a second codebase through a different route, pydicom's VR validation rather than a dicom3tools length check. Off-part on the same terms as the dciodvfy DS length classes."
dicom-validator,975148208324,Module <SR Document Content> (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Measured Value Sequence) Tag (TAG) (Numeric Value) has invalid value '-120.898742675781' for VR DS,ERROR,1,NET,PS3.5 Section 6.2 Value Representation,"PS3.5 Table 6.2-1 DICOM Value Representations, row DS","PS3.5 Table 6.2-1, row ""DS"" Decimal String, Length of Value column: ""16 bytes maximum"".","The same 17 character values dciodvfy reports, found independently by a second codebase through a different route, pydicom's VR validation rather than a dicom3tools length check. Off-part on the same terms as the dciodvfy DS length classes."
dicom-validator,97538da116ae,Module <SR Document Content> (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Measured Value Sequence) Tag (TAG) (Numeric Value) has invalid value '-131.691284179688' for VR DS,ERROR,1,NET,PS3.5 Section 6.2 Value Representation,"PS3.5 Table 6.2-1 DICOM Value Representations, row DS","PS3.5 Table 6.2-1, row ""DS"" Decimal String, Length of Value column: ""16 bytes maximum"".","The same 17 character values dciodvfy reports, found independently by a second codebase through a different route, pydicom's VR validation rather than a dicom3tools length check. Off-part on the same terms as the dciodvfy DS length classes."
dicom-validator,9a1c5365dd74,Module <SR Document Content> (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Measured Value Sequence) Tag (TAG) (Numeric Value) has invalid value '-138.737365722656' for VR DS,ERROR,1,NET,PS3.5 Section 6.2 Value Representation,"PS3.5 Table 6.2-1 DICOM Value Representations, row DS","PS3.5 Table 6.2-1, row ""DS"" Decimal String, Length of Value column: ""16 bytes maximum"".","The same 17 character values dciodvfy reports, found independently by a second codebase through a different route, pydicom's VR validation rather than a dicom3tools length check. Off-part on the same terms as the dciodvfy DS length classes."
dicom-validator,9a3a7ed7e9a4,Module <SR Document Content> (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Measured Value Sequence) Tag (TAG) (Numeric Value) has invalid value '-101.874877929688' for VR DS,ERROR,1,NET,PS3.5 Section 6.2 Value Representation,"PS3.5 Table 6.2-1 DICOM Value Representations, row DS","PS3.5 Table 6.2-1, row ""DS"" Decimal String, Length of Value column: ""16 bytes maximum"".","The same 17 character values dciodvfy reports, found independently by a second codebase through a different route, pydicom's VR validation rather than a dicom3tools length check. Off-part on the same terms as the dciodvfy DS length classes."
dicom-validator,9a959b291f47,Module <SR Document Content> (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Measured Value Sequence) Tag (TAG) (Numeric Value) has invalid value '-24.3667602539062' for VR DS,ERROR,1,NET,PS3.5 Section 6.2 Value Representation,"PS3.5 Table 6.2-1 DICOM Value Representations, row DS","PS3.5 Table 6.2-1, row ""DS"" Decimal String, Length of Value column: ""16 bytes maximum"".","The same 17 character values dciodvfy reports, found independently by a second codebase through a different route, pydicom's VR validation rather than a dicom3tools length check. Off-part on the same terms as the dciodvfy DS length classes."
dicom-validator,9ab130a259d1,Module <SR Document Content> (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Measured Value Sequence) Tag (TAG) (Numeric Value) has invalid value '-210.636352539062' for VR DS,ERROR,1,NET,PS3.5 Section 6.2 Value Representation,"PS3.5 Table 6.2-1 DICOM Value Representations, row DS","PS3.5 Table 6.2-1, row ""DS"" Decimal String, Length of Value column: ""16 bytes maximum"".","The same 17 character values dciodvfy reports, found independently by a second codebase through a different route, pydicom's VR validation rather than a dicom3tools length check. Off-part on the same terms as the dciodvfy DS length classes."
dicom-validator,9b12c4599344,Module <SR Document Content> (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Measured Value Sequence) Tag (TAG) (Numeric Value) has invalid value '-103.761474609375' for VR DS,ERROR,1,NET,PS3.5 Section 6.2 Value Representation,"PS3.5 Table 6.2-1 DICOM Value Representations, row DS","PS3.5 Table 6.2-1, row ""DS"" Decimal String, Length of Value column: ""16 bytes maximum"".","The same 17 character values dciodvfy reports, found independently by a second codebase through a different route, pydicom's VR validation rather than a dicom3tools length check. Off-part on the same terms as the dciodvfy DS length classes."
dicom-validator,9b56921aa3be,Module <SR Document Content> (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Measured Value Sequence) Tag (TAG) (Numeric Value) has invalid value '-180.793640136719' for VR DS,ERROR,1,NET,PS3.5 Section 6.2 Value Representation,"PS3.5 Table 6.2-1 DICOM Value Representations, row DS","PS3.5 Table 6.2-1, row ""DS"" Decimal String, Length of Value column: ""16 bytes maximum"".","The same 17 character values dciodvfy reports, found independently by a second codebase through a different route, pydicom's VR validation rather than a dicom3tools length check. Off-part on the same terms as the dciodvfy DS length classes."
dicom-validator,9e3e34d9d24a,Module <SR Document Content> (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Measured Value Sequence) Tag (TAG) (Numeric Value) has invalid value '-130.645874023438' for VR DS,ERROR,1,NET,PS3.5 Section 6.2 Value Representation,"PS3.5 Table 6.2-1 DICOM Value Representations, row DS","PS3.5 Table 6.2-1, row ""DS"" Decimal String, Length of Value column: ""16 bytes maximum"".","The same 17 character values dciodvfy reports, found independently by a second codebase through a different route, pydicom's VR validation rather than a dicom3tools length check. Off-part on the same terms as the dciodvfy DS length classes."
dicom-validator,9ee29963284f,Module <SR Document Content> (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Measured Value Sequence) Tag (TAG) (Numeric Value) has invalid value '-12.9061889648438' for VR DS,ERROR,1,NET,PS3.5 Section 6.2 Value Representation,"PS3.5 Table 6.2-1 DICOM Value Representations, row DS","PS3.5 Table 6.2-1, row ""DS"" Decimal String, Length of Value column: ""16 bytes maximum"".","The same 17 character values dciodvfy reports, found independently by a second codebase through a different route, pydicom's VR validation rather than a dicom3tools length check. Off-part on the same terms as the dciodvfy DS length classes."
dicom-validator,9efd8170e606,Module <SR Document Content> (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Measured Value Sequence) Tag (TAG) (Numeric Value) has invalid value '-153.354553222656' for VR DS,ERROR,1,NET,PS3.5 Section 6.2 Value Representation,"PS3.5 Table 6.2-1 DICOM Value Representations, row DS","PS3.5 Table 6.2-1, row ""DS"" Decimal String, Length of Value column: ""16 bytes maximum"".","The same 17 character values dciodvfy reports, found independently by a second codebase through a different route, pydicom's VR validation rather than a dicom3tools length check. Off-part on the same terms as the dciodvfy DS length classes."
dicom-validator,9f1faf35f730,Module <SR Document Content> (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Measured Value Sequence) Tag (TAG) (Numeric Value) has invalid value '-187.569091796875' for VR DS,ERROR,1,NET,PS3.5 Section 6.2 Value Representation,"PS3.5 Table 6.2-1 DICOM Value Representations, row DS","PS3.5 Table 6.2-1, row ""DS"" Decimal String, Length of Value column: ""16 bytes maximum"".","The same 17 character values dciodvfy reports, found independently by a second codebase through a different route, pydicom's VR validation rather than a dicom3tools length check. Off-part on the same terms as the dciodvfy DS length classes."
dicom-validator,9f78490a14fa,Module <SR Document Content> (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Measured Value Sequence) Tag (TAG) (Numeric Value) has invalid value '-10.9198608398438' for VR DS,ERROR,1,NET,PS3.5 Section 6.2 Value Representation,"PS3.5 Table 6.2-1 DICOM Value Representations, row DS","PS3.5 Table 6.2-1, row ""DS"" Decimal String, Length of Value column: ""16 bytes maximum"".","The same 17 character values dciodvfy reports, found independently by a second codebase through a different route, pydicom's VR validation rather than a dicom3tools length check. Off-part on the same terms as the dciodvfy DS length classes."
dicom-validator,9ff0533bfb27,Module <SR Document Content> (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Measured Value Sequence) Tag (TAG) (Numeric Value) has invalid value '-119.990600585938' for VR DS,ERROR,1,NET,PS3.5 Section 6.2 Value Representation,"PS3.5 Table 6.2-1 DICOM Value Representations, row DS","PS3.5 Table 6.2-1, row ""DS"" Decimal String, Length of Value column: ""16 bytes maximum"".","The same 17 character values dciodvfy reports, found independently by a second codebase through a different route, pydicom's VR validation rather than a dicom3tools length check. Off-part on the same terms as the dciodvfy DS length classes."
dicom-validator,a034928f19b3,Module <SR Document Content> (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Measured Value Sequence) Tag (TAG) (Numeric Value) has invalid value '-117.147399902344' for VR DS,ERROR,1,NET,PS3.5 Section 6.2 Value Representation,"PS3.5 Table 6.2-1 DICOM Value Representations, row DS","PS3.5 Table 6.2-1, row ""DS"" Decimal String, Length of Value column: ""16 bytes maximum"".","The same 17 character values dciodvfy reports, found independently by a second codebase through a different route, pydicom's VR validation rather than a dicom3tools length check. Off-part on the same terms as the dciodvfy DS length classes."
dicom-validator,a49ea274990a,Module <SR Document Content> (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Measured Value Sequence) Tag (TAG) (Numeric Value) has invalid value '-193.908386230469' for VR DS,ERROR,1,NET,PS3.5 Section 6.2 Value Representation,"PS3.5 Table 6.2-1 DICOM Value Representations, row DS","PS3.5 Table 6.2-1, row ""DS"" Decimal String, Length of Value column: ""16 bytes maximum"".","The same 17 character values dciodvfy reports, found independently by a second codebase through a different route, pydicom's VR validation rather than a dicom3tools length check. Off-part on the same terms as the dciodvfy DS length classes."
dicom-validator,a584dc7694cc,Module <SR Document Content> (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Measured Value Sequence) Tag (TAG) (Numeric Value) has invalid value '-106.877075195312' for VR DS,ERROR,1,NET,PS3.5 Section 6.2 Value Representation,"PS3.5 Table 6.2-1 DICOM Value Representations, row DS","PS3.5 Table 6.2-1, row ""DS"" Decimal String, Length of Value column: ""16 bytes maximum"".","The same 17 character values dciodvfy reports, found independently by a second codebase through a different route, pydicom's VR validation rather than a dicom3tools length check. Off-part on the same terms as the dciodvfy DS length classes."
dicom-validator,a5c5de0d5ba4,Module <SR Document Content> (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Measured Value Sequence) Tag (TAG) (Numeric Value) has invalid value '-123.679565429688' for VR DS,ERROR,1,NET,PS3.5 Section 6.2 Value Representation,"PS3.5 Table 6.2-1 DICOM Value Representations, row DS","PS3.5 Table 6.2-1, row ""DS"" Decimal String, Length of Value column: ""16 bytes maximum"".","The same 17 character values dciodvfy reports, found independently by a second codebase through a different route, pydicom's VR validation rather than a dicom3tools length check. Off-part on the same terms as the dciodvfy DS length classes."
dicom-validator,a691461655b1,Module <SR Document Content> (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Measured Value Sequence) Tag (TAG) (Numeric Value) has invalid value '-88.6430053710938' for VR DS,ERROR,1,NET,PS3.5 Section 6.2 Value Representation,"PS3.5 Table 6.2-1 DICOM Value Representations, row DS","PS3.5 Table 6.2-1, row ""DS"" Decimal String, Length of Value column: ""16 bytes maximum"".","The same 17 character values dciodvfy reports, found independently by a second codebase through a different route, pydicom's VR validation rather than a dicom3tools length check. Off-part on the same terms as the dciodvfy DS length classes."
dicom-validator,a71eeacf8b4f,Module <SR Document Content> (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Measured Value Sequence) Tag (TAG) (Numeric Value) has invalid value '-331.063354492188' for VR DS,ERROR,1,NET,PS3.5 Section 6.2 Value Representation,"PS3.5 Table 6.2-1 DICOM Value Representations, row DS","PS3.5 Table 6.2-1, row ""DS"" Decimal String, Length of Value column: ""16 bytes maximum"".","The same 17 character values dciodvfy reports, found independently by a second codebase through a different route, pydicom's VR validation rather than a dicom3tools length check. Off-part on the same terms as the dciodvfy DS length classes."
dicom-validator,a83eb0e2b8a7,Module <SR Document Content> (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Measured Value Sequence) Tag (TAG) (Numeric Value) has invalid value '-111.522216796875' for VR DS,ERROR,1,NET,PS3.5 Section 6.2 Value Representation,"PS3.5 Table 6.2-1 DICOM Value Representations, row DS","PS3.5 Table 6.2-1, row ""DS"" Decimal String, Length of Value column: ""16 bytes maximum"".","The same 17 character values dciodvfy reports, found independently by a second codebase through a different route, pydicom's VR validation rather than a dicom3tools length check. Off-part on the same terms as the dciodvfy DS length classes."
dicom-validator,aa0029662e0a,Module <SR Document Content> (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Measured Value Sequence) Tag (TAG) (Numeric Value) has invalid value '-14.0890502929688' for VR DS,ERROR,1,NET,PS3.5 Section 6.2 Value Representation,"PS3.5 Table 6.2-1 DICOM Value Representations, row DS","PS3.5 Table 6.2-1, row ""DS"" Decimal String, Length of Value column: ""16 bytes maximum"".","The same 17 character values dciodvfy reports, found independently by a second codebase through a different route, pydicom's VR validation rather than a dicom3tools length check. Off-part on the same terms as the dciodvfy DS length classes."
dicom-validator,ab666b99c307,Module <SR Document Content> (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Measured Value Sequence) Tag (TAG) (Numeric Value) has invalid value '-11.5309448242188' for VR DS,ERROR,1,NET,PS3.5 Section 6.2 Value Representation,"PS3.5 Table 6.2-1 DICOM Value Representations, row DS","PS3.5 Table 6.2-1, row ""DS"" Decimal String, Length of Value column: ""16 bytes maximum"".","The same 17 character values dciodvfy reports, found independently by a second codebase through a different route, pydicom's VR validation rather than a dicom3tools length check. Off-part on the same terms as the dciodvfy DS length classes."
dicom-validator,abc6475aa744,Module <SR Document Content> (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Measured Value Sequence) Tag (TAG) (Numeric Value) has invalid value '-139.657165527344' for VR DS,ERROR,1,NET,PS3.5 Section 6.2 Value Representation,"PS3.5 Table 6.2-1 DICOM Value Representations, row DS","PS3.5 Table 6.2-1, row ""DS"" Decimal String, Length of Value column: ""16 bytes maximum"".","The same 17 character values dciodvfy reports, found independently by a second codebase through a different route, pydicom's VR validation rather than a dicom3tools length check. Off-part on the same terms as the dciodvfy DS length classes."
dicom-validator,abd39e817f18,Module <SR Document Content> (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Measured Value Sequence) Tag (TAG) (Numeric Value) has invalid value '-189.813537597656' for VR DS,ERROR,1,NET,PS3.5 Section 6.2 Value Representation,"PS3.5 Table 6.2-1 DICOM Value Representations, row DS","PS3.5 Table 6.2-1, row ""DS"" Decimal String, Length of Value column: ""16 bytes maximum"".","The same 17 character values dciodvfy reports, found independently by a second codebase through a different route, pydicom's VR validation rather than a dicom3tools length check. Off-part on the same terms as the dciodvfy DS length classes."
dicom-validator,ac72f9460971,Module <SR Document Content> (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Measured Value Sequence) Tag (TAG) (Numeric Value) has invalid value '-0.49114990234375' for VR DS,ERROR,1,NET,PS3.5 Section 6.2 Value Representation,"PS3.5 Table 6.2-1 DICOM Value Representations, row DS","PS3.5 Table 6.2-1, row ""DS"" Decimal String, Length of Value column: ""16 bytes maximum"".","The same 17 character values dciodvfy reports, found independently by a second codebase through a different route, pydicom's VR validation rather than a dicom3tools length check. Off-part on the same terms as the dciodvfy DS length classes."
dicom-validator,ae0b88278d1d,Module <SR Document Content> (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Measured Value Sequence) Tag (TAG) (Numeric Value) has invalid value '-12.3599243164062' for VR DS,ERROR,1,NET,PS3.5 Section 6.2 Value Representation,"PS3.5 Table 6.2-1 DICOM Value Representations, row DS","PS3.5 Table 6.2-1, row ""DS"" Decimal String, Length of Value column: ""16 bytes maximum"".","The same 17 character values dciodvfy reports, found independently by a second codebase through a different route, pydicom's VR validation rather than a dicom3tools length check. Off-part on the same terms as the dciodvfy DS length classes."
dicom-validator,af4dc4aee158,Module <SR Document Content> (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Measured Value Sequence) Tag (TAG) (Numeric Value) has invalid value '-247.525634765625' for VR DS,ERROR,1,NET,PS3.5 Section 6.2 Value Representation,"PS3.5 Table 6.2-1 DICOM Value Representations, row DS","PS3.5 Table 6.2-1, row ""DS"" Decimal String, Length of Value column: ""16 bytes maximum"".","The same 17 character values dciodvfy reports, found independently by a second codebase through a different route, pydicom's VR validation rather than a dicom3tools length check. Off-part on the same terms as the dciodvfy DS length classes."
dicom-validator,b105f122f8a9,Module <SR Document Content> (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Measured Value Sequence) Tag (TAG) (Numeric Value) has invalid value '-101.949523925781' for VR DS,ERROR,1,NET,PS3.5 Section 6.2 Value Representation,"PS3.5 Table 6.2-1 DICOM Value Representations, row DS","PS3.5 Table 6.2-1, row ""DS"" Decimal String, Length of Value column: ""16 bytes maximum"".","The same 17 character values dciodvfy reports, found independently by a second codebase through a different route, pydicom's VR validation rather than a dicom3tools length check. Off-part on the same terms as the dciodvfy DS length classes."
dicom-validator,b231937fd8de,Module <SR Document Content> (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Measured Value Sequence) Tag (TAG) (Numeric Value) has invalid value '-279.699157714844' for VR DS,ERROR,1,NET,PS3.5 Section 6.2 Value Representation,"PS3.5 Table 6.2-1 DICOM Value Representations, row DS","PS3.5 Table 6.2-1, row ""DS"" Decimal String, Length of Value column: ""16 bytes maximum"".","The same 17 character values dciodvfy reports, found independently by a second codebase through a different route, pydicom's VR validation rather than a dicom3tools length check. Off-part on the same terms as the dciodvfy DS length classes."
dicom-validator,b3ea633677ea,Module <SR Document Content> (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Measured Value Sequence) Tag (TAG) (Numeric Value) has invalid value '-107.099975585938' for VR DS,ERROR,1,NET,PS3.5 Section 6.2 Value Representation,"PS3.5 Table 6.2-1 DICOM Value Representations, row DS","PS3.5 Table 6.2-1, row ""DS"" Decimal String, Length of Value column: ""16 bytes maximum"".","The same 17 character values dciodvfy reports, found independently by a second codebase through a different route, pydicom's VR validation rather than a dicom3tools length check. Off-part on the same terms as the dciodvfy DS length classes."
dicom-validator,b43be79b6f81,Module <SR Document Content> (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Measured Value Sequence) Tag (TAG) (Numeric Value) has invalid value '-169.405151367188' for VR DS,ERROR,1,NET,PS3.5 Section 6.2 Value Representation,"PS3.5 Table 6.2-1 DICOM Value Representations, row DS","PS3.5 Table 6.2-1, row ""DS"" Decimal String, Length of Value column: ""16 bytes maximum"".","The same 17 character values dciodvfy reports, found independently by a second codebase through a different route, pydicom's VR validation rather than a dicom3tools length check. Off-part on the same terms as the dciodvfy DS length classes."
dicom-validator,b8e15b86f814,Module <SR Document Content> (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Measured Value Sequence) Tag (TAG) (Numeric Value) has invalid value '-38.7686767578125' for VR DS,ERROR,1,NET,PS3.5 Section 6.2 Value Representation,"PS3.5 Table 6.2-1 DICOM Value Representations, row DS","PS3.5 Table 6.2-1, row ""DS"" Decimal String, Length of Value column: ""16 bytes maximum"".","The same 17 character values dciodvfy reports, found independently by a second codebase through a different route, pydicom's VR validation rather than a dicom3tools length check. Off-part on the same terms as the dciodvfy DS length classes."
dicom-validator,b9be5e3a70e9,Module <SR Document Content> (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Measured Value Sequence) Tag (TAG) (Numeric Value) has invalid value '-303.256652832031' for VR DS,ERROR,1,NET,PS3.5 Section 6.2 Value Representation,"PS3.5 Table 6.2-1 DICOM Value Representations, row DS","PS3.5 Table 6.2-1, row ""DS"" Decimal String, Length of Value column: ""16 bytes maximum"".","The same 17 character values dciodvfy reports, found independently by a second codebase through a different route, pydicom's VR validation rather than a dicom3tools length check. Off-part on the same terms as the dciodvfy DS length classes."
dicom-validator,bd570a979470,Module <SR Document Content> (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Content Sequence) / (TAG) (Measured Value Sequence) Tag (TAG) (Numeric Value) has invalid value '-129.145141601562' for VR DS,ERROR,1,NET,PS3.5 Section 6.2 Value Representation,"PS3.5 Table 6.2-1 DICOM Value Representations, row DS","PS3.5 Table 6.2-1, row ""DS"" Decimal String, Length of Value column: ""16 bytes maximum"".","The same 17 character values dciodvfy reports, found independently by a second codebase through a different route, pydicom's VR validation rather than a dicom3tools length check. Off-part on the same terms as the dciodvfy DS length classes."
