validator,message_class_id,message_template,severity_as_emitted,objects,adjudication,rule,citation_section,citation_table,citation_quote,rationale
dciodvfy,e476abd9f5e1,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <ProstateX-0173> - Retired Person Name form,Warning,1,PLAUSIBILITY,RETIRED_PN,"not applicable, no requirement is cited by the message",not applicable,,"Named in the rubric as a plausibility heuristic. The message is about the shape of a PN value, a single component with no caret delimiters, which PS3.5 Table 6.2-1 permits for VR PN. No Type and no condition is asserted, and dciodvfy emits it at Warning severity with the word dubious. 1,209 of the 1,224 message classes in this SOP class fall under this rule, one per distinct name value, because the census keys a class on the normalised message text and the value sits inside it."
dciodvfy,e4b936ef9621,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <ProstateX-0176> - Retired Person Name form,Warning,1,PLAUSIBILITY,RETIRED_PN,"not applicable, no requirement is cited by the message",not applicable,,"Named in the rubric as a plausibility heuristic. The message is about the shape of a PN value, a single component with no caret delimiters, which PS3.5 Table 6.2-1 permits for VR PN. No Type and no condition is asserted, and dciodvfy emits it at Warning severity with the word dubious. 1,209 of the 1,224 message classes in this SOP class fall under this rule, one per distinct name value, because the census keys a class on the normalised message text and the value sits inside it."
dciodvfy,e4bd65e7bee4,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <ProstateX-0163> - Retired Person Name form,Warning,1,PLAUSIBILITY,RETIRED_PN,"not applicable, no requirement is cited by the message",not applicable,,"Named in the rubric as a plausibility heuristic. The message is about the shape of a PN value, a single component with no caret delimiters, which PS3.5 Table 6.2-1 permits for VR PN. No Type and no condition is asserted, and dciodvfy emits it at Warning severity with the word dubious. 1,209 of the 1,224 message classes in this SOP class fall under this rule, one per distinct name value, because the census keys a class on the normalised message text and the value sits inside it."
dciodvfy,e4dc7411492d,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <ProstateX-0241> - Retired Person Name form,Warning,1,PLAUSIBILITY,RETIRED_PN,"not applicable, no requirement is cited by the message",not applicable,,"Named in the rubric as a plausibility heuristic. The message is about the shape of a PN value, a single component with no caret delimiters, which PS3.5 Table 6.2-1 permits for VR PN. No Type and no condition is asserted, and dciodvfy emits it at Warning severity with the word dubious. 1,209 of the 1,224 message classes in this SOP class fall under this rule, one per distinct name value, because the census keys a class on the normalised message text and the value sits inside it."
dciodvfy,e4dfbbcfdbac,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <ProstateX-0304> - Retired Person Name form,Warning,1,PLAUSIBILITY,RETIRED_PN,"not applicable, no requirement is cited by the message",not applicable,,"Named in the rubric as a plausibility heuristic. The message is about the shape of a PN value, a single component with no caret delimiters, which PS3.5 Table 6.2-1 permits for VR PN. No Type and no condition is asserted, and dciodvfy emits it at Warning severity with the word dubious. 1,209 of the 1,224 message classes in this SOP class fall under this rule, one per distinct name value, because the census keys a class on the normalised message text and the value sits inside it."
dciodvfy,e4ef28567385,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <ProstateX-0187> - Retired Person Name form,Warning,1,PLAUSIBILITY,RETIRED_PN,"not applicable, no requirement is cited by the message",not applicable,,"Named in the rubric as a plausibility heuristic. The message is about the shape of a PN value, a single component with no caret delimiters, which PS3.5 Table 6.2-1 permits for VR PN. No Type and no condition is asserted, and dciodvfy emits it at Warning severity with the word dubious. 1,209 of the 1,224 message classes in this SOP class fall under this rule, one per distinct name value, because the census keys a class on the normalised message text and the value sits inside it."
dciodvfy,e5b77eb50503,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <ProstateX-0022> - Retired Person Name form,Warning,1,PLAUSIBILITY,RETIRED_PN,"not applicable, no requirement is cited by the message",not applicable,,"Named in the rubric as a plausibility heuristic. The message is about the shape of a PN value, a single component with no caret delimiters, which PS3.5 Table 6.2-1 permits for VR PN. No Type and no condition is asserted, and dciodvfy emits it at Warning severity with the word dubious. 1,209 of the 1,224 message classes in this SOP class fall under this rule, one per distinct name value, because the census keys a class on the normalised message text and the value sits inside it."
dciodvfy,e692650c9c76,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <ProstateX-0110> - Retired Person Name form,Warning,1,PLAUSIBILITY,RETIRED_PN,"not applicable, no requirement is cited by the message",not applicable,,"Named in the rubric as a plausibility heuristic. The message is about the shape of a PN value, a single component with no caret delimiters, which PS3.5 Table 6.2-1 permits for VR PN. No Type and no condition is asserted, and dciodvfy emits it at Warning severity with the word dubious. 1,209 of the 1,224 message classes in this SOP class fall under this rule, one per distinct name value, because the census keys a class on the normalised message text and the value sits inside it."
dciodvfy,e78fbdea67ad,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <ProstateX-0049> - Retired Person Name form,Warning,1,PLAUSIBILITY,RETIRED_PN,"not applicable, no requirement is cited by the message",not applicable,,"Named in the rubric as a plausibility heuristic. The message is about the shape of a PN value, a single component with no caret delimiters, which PS3.5 Table 6.2-1 permits for VR PN. No Type and no condition is asserted, and dciodvfy emits it at Warning severity with the word dubious. 1,209 of the 1,224 message classes in this SOP class fall under this rule, one per distinct name value, because the census keys a class on the normalised message text and the value sits inside it."
dciodvfy,e7918067545d,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <RMS2209> - Retired Person Name form,Warning,1,PLAUSIBILITY,RETIRED_PN,"not applicable, no requirement is cited by the message",not applicable,,"Named in the rubric as a plausibility heuristic. The message is about the shape of a PN value, a single component with no caret delimiters, which PS3.5 Table 6.2-1 permits for VR PN. No Type and no condition is asserted, and dciodvfy emits it at Warning severity with the word dubious. 1,209 of the 1,224 message classes in this SOP class fall under this rule, one per distinct name value, because the census keys a class on the normalised message text and the value sits inside it."
dciodvfy,e7b773e00a85,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <RMS2266> - Retired Person Name form,Warning,1,PLAUSIBILITY,RETIRED_PN,"not applicable, no requirement is cited by the message",not applicable,,"Named in the rubric as a plausibility heuristic. The message is about the shape of a PN value, a single component with no caret delimiters, which PS3.5 Table 6.2-1 permits for VR PN. No Type and no condition is asserted, and dciodvfy emits it at Warning severity with the word dubious. 1,209 of the 1,224 message classes in this SOP class fall under this rule, one per distinct name value, because the census keys a class on the normalised message text and the value sits inside it."
dciodvfy,e7bea19d7ce9,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <RMS2275> - Retired Person Name form,Warning,1,PLAUSIBILITY,RETIRED_PN,"not applicable, no requirement is cited by the message",not applicable,,"Named in the rubric as a plausibility heuristic. The message is about the shape of a PN value, a single component with no caret delimiters, which PS3.5 Table 6.2-1 permits for VR PN. No Type and no condition is asserted, and dciodvfy emits it at Warning severity with the word dubious. 1,209 of the 1,224 message classes in this SOP class fall under this rule, one per distinct name value, because the census keys a class on the normalised message text and the value sits inside it."
dciodvfy,e7d135326203,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <ProstateX-0181> - Retired Person Name form,Warning,1,PLAUSIBILITY,RETIRED_PN,"not applicable, no requirement is cited by the message",not applicable,,"Named in the rubric as a plausibility heuristic. The message is about the shape of a PN value, a single component with no caret delimiters, which PS3.5 Table 6.2-1 permits for VR PN. No Type and no condition is asserted, and dciodvfy emits it at Warning severity with the word dubious. 1,209 of the 1,224 message classes in this SOP class fall under this rule, one per distinct name value, because the census keys a class on the normalised message text and the value sits inside it."
dciodvfy,e80b3bcde1f3,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <ProstateX-0172> - Retired Person Name form,Warning,1,PLAUSIBILITY,RETIRED_PN,"not applicable, no requirement is cited by the message",not applicable,,"Named in the rubric as a plausibility heuristic. The message is about the shape of a PN value, a single component with no caret delimiters, which PS3.5 Table 6.2-1 permits for VR PN. No Type and no condition is asserted, and dciodvfy emits it at Warning severity with the word dubious. 1,209 of the 1,224 message classes in this SOP class fall under this rule, one per distinct name value, because the census keys a class on the normalised message text and the value sits inside it."
dciodvfy,e815f2190435,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <ProstateX-0076> - Retired Person Name form,Warning,1,PLAUSIBILITY,RETIRED_PN,"not applicable, no requirement is cited by the message",not applicable,,"Named in the rubric as a plausibility heuristic. The message is about the shape of a PN value, a single component with no caret delimiters, which PS3.5 Table 6.2-1 permits for VR PN. No Type and no condition is asserted, and dciodvfy emits it at Warning severity with the word dubious. 1,209 of the 1,224 message classes in this SOP class fall under this rule, one per distinct name value, because the census keys a class on the normalised message text and the value sits inside it."
dciodvfy,e89978bc41eb,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <ProstateX-0272> - Retired Person Name form,Warning,1,PLAUSIBILITY,RETIRED_PN,"not applicable, no requirement is cited by the message",not applicable,,"Named in the rubric as a plausibility heuristic. The message is about the shape of a PN value, a single component with no caret delimiters, which PS3.5 Table 6.2-1 permits for VR PN. No Type and no condition is asserted, and dciodvfy emits it at Warning severity with the word dubious. 1,209 of the 1,224 message classes in this SOP class fall under this rule, one per distinct name value, because the census keys a class on the normalised message text and the value sits inside it."
dciodvfy,e8b81e5ee0b6,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <RMS2155> - Retired Person Name form,Warning,1,PLAUSIBILITY,RETIRED_PN,"not applicable, no requirement is cited by the message",not applicable,,"Named in the rubric as a plausibility heuristic. The message is about the shape of a PN value, a single component with no caret delimiters, which PS3.5 Table 6.2-1 permits for VR PN. No Type and no condition is asserted, and dciodvfy emits it at Warning severity with the word dubious. 1,209 of the 1,224 message classes in this SOP class fall under this rule, one per distinct name value, because the census keys a class on the normalised message text and the value sits inside it."
dciodvfy,e97d855b3f3a,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <ProstateX-0303> - Retired Person Name form,Warning,1,PLAUSIBILITY,RETIRED_PN,"not applicable, no requirement is cited by the message",not applicable,,"Named in the rubric as a plausibility heuristic. The message is about the shape of a PN value, a single component with no caret delimiters, which PS3.5 Table 6.2-1 permits for VR PN. No Type and no condition is asserted, and dciodvfy emits it at Warning severity with the word dubious. 1,209 of the 1,224 message classes in this SOP class fall under this rule, one per distinct name value, because the census keys a class on the normalised message text and the value sits inside it."
dciodvfy,ea202fd49a3d,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <ProstateX-0108> - Retired Person Name form,Warning,1,PLAUSIBILITY,RETIRED_PN,"not applicable, no requirement is cited by the message",not applicable,,"Named in the rubric as a plausibility heuristic. The message is about the shape of a PN value, a single component with no caret delimiters, which PS3.5 Table 6.2-1 permits for VR PN. No Type and no condition is asserted, and dciodvfy emits it at Warning severity with the word dubious. 1,209 of the 1,224 message classes in this SOP class fall under this rule, one per distinct name value, because the census keys a class on the normalised message text and the value sits inside it."
dciodvfy,eaa62f6de537,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <ProstateX-0162> - Retired Person Name form,Warning,1,PLAUSIBILITY,RETIRED_PN,"not applicable, no requirement is cited by the message",not applicable,,"Named in the rubric as a plausibility heuristic. The message is about the shape of a PN value, a single component with no caret delimiters, which PS3.5 Table 6.2-1 permits for VR PN. No Type and no condition is asserted, and dciodvfy emits it at Warning severity with the word dubious. 1,209 of the 1,224 message classes in this SOP class fall under this rule, one per distinct name value, because the census keys a class on the normalised message text and the value sits inside it."
dciodvfy,eb07839d41b3,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <ProstateX-0206> - Retired Person Name form,Warning,1,PLAUSIBILITY,RETIRED_PN,"not applicable, no requirement is cited by the message",not applicable,,"Named in the rubric as a plausibility heuristic. The message is about the shape of a PN value, a single component with no caret delimiters, which PS3.5 Table 6.2-1 permits for VR PN. No Type and no condition is asserted, and dciodvfy emits it at Warning severity with the word dubious. 1,209 of the 1,224 message classes in this SOP class fall under this rule, one per distinct name value, because the census keys a class on the normalised message text and the value sits inside it."
dciodvfy,ec27288db211,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <ProstateX-0340> - Retired Person Name form,Warning,1,PLAUSIBILITY,RETIRED_PN,"not applicable, no requirement is cited by the message",not applicable,,"Named in the rubric as a plausibility heuristic. The message is about the shape of a PN value, a single component with no caret delimiters, which PS3.5 Table 6.2-1 permits for VR PN. No Type and no condition is asserted, and dciodvfy emits it at Warning severity with the word dubious. 1,209 of the 1,224 message classes in this SOP class fall under this rule, one per distinct name value, because the census keys a class on the normalised message text and the value sits inside it."
dciodvfy,ec35ac1684a6,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <ProstateX-0198> - Retired Person Name form,Warning,1,PLAUSIBILITY,RETIRED_PN,"not applicable, no requirement is cited by the message",not applicable,,"Named in the rubric as a plausibility heuristic. The message is about the shape of a PN value, a single component with no caret delimiters, which PS3.5 Table 6.2-1 permits for VR PN. No Type and no condition is asserted, and dciodvfy emits it at Warning severity with the word dubious. 1,209 of the 1,224 message classes in this SOP class fall under this rule, one per distinct name value, because the census keys a class on the normalised message text and the value sits inside it."
dciodvfy,ed1476f59219,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <ProstateX-0319> - Retired Person Name form,Warning,1,PLAUSIBILITY,RETIRED_PN,"not applicable, no requirement is cited by the message",not applicable,,"Named in the rubric as a plausibility heuristic. The message is about the shape of a PN value, a single component with no caret delimiters, which PS3.5 Table 6.2-1 permits for VR PN. No Type and no condition is asserted, and dciodvfy emits it at Warning severity with the word dubious. 1,209 of the 1,224 message classes in this SOP class fall under this rule, one per distinct name value, because the census keys a class on the normalised message text and the value sits inside it."
dciodvfy,ed934f790d42,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <RMS2334> - Retired Person Name form,Warning,1,PLAUSIBILITY,RETIRED_PN,"not applicable, no requirement is cited by the message",not applicable,,"Named in the rubric as a plausibility heuristic. The message is about the shape of a PN value, a single component with no caret delimiters, which PS3.5 Table 6.2-1 permits for VR PN. No Type and no condition is asserted, and dciodvfy emits it at Warning severity with the word dubious. 1,209 of the 1,224 message classes in this SOP class fall under this rule, one per distinct name value, because the census keys a class on the normalised message text and the value sits inside it."
dciodvfy,edc918f1fd82,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <ProstateX-0212> - Retired Person Name form,Warning,1,PLAUSIBILITY,RETIRED_PN,"not applicable, no requirement is cited by the message",not applicable,,"Named in the rubric as a plausibility heuristic. The message is about the shape of a PN value, a single component with no caret delimiters, which PS3.5 Table 6.2-1 permits for VR PN. No Type and no condition is asserted, and dciodvfy emits it at Warning severity with the word dubious. 1,209 of the 1,224 message classes in this SOP class fall under this rule, one per distinct name value, because the census keys a class on the normalised message text and the value sits inside it."
dciodvfy,ee42438d6d99,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <ProstateX-0094> - Retired Person Name form,Warning,1,PLAUSIBILITY,RETIRED_PN,"not applicable, no requirement is cited by the message",not applicable,,"Named in the rubric as a plausibility heuristic. The message is about the shape of a PN value, a single component with no caret delimiters, which PS3.5 Table 6.2-1 permits for VR PN. No Type and no condition is asserted, and dciodvfy emits it at Warning severity with the word dubious. 1,209 of the 1,224 message classes in this SOP class fall under this rule, one per distinct name value, because the census keys a class on the normalised message text and the value sits inside it."
dciodvfy,ef24a143d201,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <ProstateX-0095> - Retired Person Name form,Warning,1,PLAUSIBILITY,RETIRED_PN,"not applicable, no requirement is cited by the message",not applicable,,"Named in the rubric as a plausibility heuristic. The message is about the shape of a PN value, a single component with no caret delimiters, which PS3.5 Table 6.2-1 permits for VR PN. No Type and no condition is asserted, and dciodvfy emits it at Warning severity with the word dubious. 1,209 of the 1,224 message classes in this SOP class fall under this rule, one per distinct name value, because the census keys a class on the normalised message text and the value sits inside it."
dciodvfy,efe1f1cb380b,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <ProstateX-0297> - Retired Person Name form,Warning,1,PLAUSIBILITY,RETIRED_PN,"not applicable, no requirement is cited by the message",not applicable,,"Named in the rubric as a plausibility heuristic. The message is about the shape of a PN value, a single component with no caret delimiters, which PS3.5 Table 6.2-1 permits for VR PN. No Type and no condition is asserted, and dciodvfy emits it at Warning severity with the word dubious. 1,209 of the 1,224 message classes in this SOP class fall under this rule, one per distinct name value, because the census keys a class on the normalised message text and the value sits inside it."
dciodvfy,f06d6542d3b7,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <RMS2408> - Retired Person Name form,Warning,1,PLAUSIBILITY,RETIRED_PN,"not applicable, no requirement is cited by the message",not applicable,,"Named in the rubric as a plausibility heuristic. The message is about the shape of a PN value, a single component with no caret delimiters, which PS3.5 Table 6.2-1 permits for VR PN. No Type and no condition is asserted, and dciodvfy emits it at Warning severity with the word dubious. 1,209 of the 1,224 message classes in this SOP class fall under this rule, one per distinct name value, because the census keys a class on the normalised message text and the value sits inside it."
dciodvfy,f4180d78f66e,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <ProstateX-0052> - Retired Person Name form,Warning,1,PLAUSIBILITY,RETIRED_PN,"not applicable, no requirement is cited by the message",not applicable,,"Named in the rubric as a plausibility heuristic. The message is about the shape of a PN value, a single component with no caret delimiters, which PS3.5 Table 6.2-1 permits for VR PN. No Type and no condition is asserted, and dciodvfy emits it at Warning severity with the word dubious. 1,209 of the 1,224 message classes in this SOP class fall under this rule, one per distinct name value, because the census keys a class on the normalised message text and the value sits inside it."
dciodvfy,f498d1ef3865,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <RMS2400> - Retired Person Name form,Warning,1,PLAUSIBILITY,RETIRED_PN,"not applicable, no requirement is cited by the message",not applicable,,"Named in the rubric as a plausibility heuristic. The message is about the shape of a PN value, a single component with no caret delimiters, which PS3.5 Table 6.2-1 permits for VR PN. No Type and no condition is asserted, and dciodvfy emits it at Warning severity with the word dubious. 1,209 of the 1,224 message classes in this SOP class fall under this rule, one per distinct name value, because the census keys a class on the normalised message text and the value sits inside it."
dciodvfy,f589b8c532ad,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <ProstateX-0288> - Retired Person Name form,Warning,1,PLAUSIBILITY,RETIRED_PN,"not applicable, no requirement is cited by the message",not applicable,,"Named in the rubric as a plausibility heuristic. The message is about the shape of a PN value, a single component with no caret delimiters, which PS3.5 Table 6.2-1 permits for VR PN. No Type and no condition is asserted, and dciodvfy emits it at Warning severity with the word dubious. 1,209 of the 1,224 message classes in this SOP class fall under this rule, one per distinct name value, because the census keys a class on the normalised message text and the value sits inside it."
dciodvfy,f7424791b987,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <ProstateX-0249> - Retired Person Name form,Warning,1,PLAUSIBILITY,RETIRED_PN,"not applicable, no requirement is cited by the message",not applicable,,"Named in the rubric as a plausibility heuristic. The message is about the shape of a PN value, a single component with no caret delimiters, which PS3.5 Table 6.2-1 permits for VR PN. No Type and no condition is asserted, and dciodvfy emits it at Warning severity with the word dubious. 1,209 of the 1,224 message classes in this SOP class fall under this rule, one per distinct name value, because the census keys a class on the normalised message text and the value sits inside it."
dciodvfy,f8196b321381,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <ProstateX-0217> - Retired Person Name form,Warning,1,PLAUSIBILITY,RETIRED_PN,"not applicable, no requirement is cited by the message",not applicable,,"Named in the rubric as a plausibility heuristic. The message is about the shape of a PN value, a single component with no caret delimiters, which PS3.5 Table 6.2-1 permits for VR PN. No Type and no condition is asserted, and dciodvfy emits it at Warning severity with the word dubious. 1,209 of the 1,224 message classes in this SOP class fall under this rule, one per distinct name value, because the census keys a class on the normalised message text and the value sits inside it."
dciodvfy,f92fa20e4c25,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <ProstateX-0250> - Retired Person Name form,Warning,1,PLAUSIBILITY,RETIRED_PN,"not applicable, no requirement is cited by the message",not applicable,,"Named in the rubric as a plausibility heuristic. The message is about the shape of a PN value, a single component with no caret delimiters, which PS3.5 Table 6.2-1 permits for VR PN. No Type and no condition is asserted, and dciodvfy emits it at Warning severity with the word dubious. 1,209 of the 1,224 message classes in this SOP class fall under this rule, one per distinct name value, because the census keys a class on the normalised message text and the value sits inside it."
dciodvfy,f9b5ef98ea57,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <ProstateX-0339> - Retired Person Name form,Warning,1,PLAUSIBILITY,RETIRED_PN,"not applicable, no requirement is cited by the message",not applicable,,"Named in the rubric as a plausibility heuristic. The message is about the shape of a PN value, a single component with no caret delimiters, which PS3.5 Table 6.2-1 permits for VR PN. No Type and no condition is asserted, and dciodvfy emits it at Warning severity with the word dubious. 1,209 of the 1,224 message classes in this SOP class fall under this rule, one per distinct name value, because the census keys a class on the normalised message text and the value sits inside it."
dciodvfy,fa08cb0766d7,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <ProstateX-0098> - Retired Person Name form,Warning,1,PLAUSIBILITY,RETIRED_PN,"not applicable, no requirement is cited by the message",not applicable,,"Named in the rubric as a plausibility heuristic. The message is about the shape of a PN value, a single component with no caret delimiters, which PS3.5 Table 6.2-1 permits for VR PN. No Type and no condition is asserted, and dciodvfy emits it at Warning severity with the word dubious. 1,209 of the 1,224 message classes in this SOP class fall under this rule, one per distinct name value, because the census keys a class on the normalised message text and the value sits inside it."
dciodvfy,faa7f95d46fc,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <ProstateX-0073> - Retired Person Name form,Warning,1,PLAUSIBILITY,RETIRED_PN,"not applicable, no requirement is cited by the message",not applicable,,"Named in the rubric as a plausibility heuristic. The message is about the shape of a PN value, a single component with no caret delimiters, which PS3.5 Table 6.2-1 permits for VR PN. No Type and no condition is asserted, and dciodvfy emits it at Warning severity with the word dubious. 1,209 of the 1,224 message classes in this SOP class fall under this rule, one per distinct name value, because the census keys a class on the normalised message text and the value sits inside it."
dciodvfy,fac4a943c443,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <ProstateX-0132> - Retired Person Name form,Warning,1,PLAUSIBILITY,RETIRED_PN,"not applicable, no requirement is cited by the message",not applicable,,"Named in the rubric as a plausibility heuristic. The message is about the shape of a PN value, a single component with no caret delimiters, which PS3.5 Table 6.2-1 permits for VR PN. No Type and no condition is asserted, and dciodvfy emits it at Warning severity with the word dubious. 1,209 of the 1,224 message classes in this SOP class fall under this rule, one per distinct name value, because the census keys a class on the normalised message text and the value sits inside it."
dciodvfy,fb481a549b83,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <ProstateX-0053> - Retired Person Name form,Warning,1,PLAUSIBILITY,RETIRED_PN,"not applicable, no requirement is cited by the message",not applicable,,"Named in the rubric as a plausibility heuristic. The message is about the shape of a PN value, a single component with no caret delimiters, which PS3.5 Table 6.2-1 permits for VR PN. No Type and no condition is asserted, and dciodvfy emits it at Warning severity with the word dubious. 1,209 of the 1,224 message classes in this SOP class fall under this rule, one per distinct name value, because the census keys a class on the normalised message text and the value sits inside it."
dciodvfy,fb6cd899e490,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <ProstateX-0322> - Retired Person Name form,Warning,1,PLAUSIBILITY,RETIRED_PN,"not applicable, no requirement is cited by the message",not applicable,,"Named in the rubric as a plausibility heuristic. The message is about the shape of a PN value, a single component with no caret delimiters, which PS3.5 Table 6.2-1 permits for VR PN. No Type and no condition is asserted, and dciodvfy emits it at Warning severity with the word dubious. 1,209 of the 1,224 message classes in this SOP class fall under this rule, one per distinct name value, because the census keys a class on the normalised message text and the value sits inside it."
dciodvfy,fbebbabbe008,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <ProstateX-0216> - Retired Person Name form,Warning,1,PLAUSIBILITY,RETIRED_PN,"not applicable, no requirement is cited by the message",not applicable,,"Named in the rubric as a plausibility heuristic. The message is about the shape of a PN value, a single component with no caret delimiters, which PS3.5 Table 6.2-1 permits for VR PN. No Type and no condition is asserted, and dciodvfy emits it at Warning severity with the word dubious. 1,209 of the 1,224 message classes in this SOP class fall under this rule, one per distinct name value, because the census keys a class on the normalised message text and the value sits inside it."
dciodvfy,fcf4a6d2c48e,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <ProstateX-0263> - Retired Person Name form,Warning,1,PLAUSIBILITY,RETIRED_PN,"not applicable, no requirement is cited by the message",not applicable,,"Named in the rubric as a plausibility heuristic. The message is about the shape of a PN value, a single component with no caret delimiters, which PS3.5 Table 6.2-1 permits for VR PN. No Type and no condition is asserted, and dciodvfy emits it at Warning severity with the word dubious. 1,209 of the 1,224 message classes in this SOP class fall under this rule, one per distinct name value, because the census keys a class on the normalised message text and the value sits inside it."
dciodvfy,fdcb2b1d1385,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <ProstateX-0344> - Retired Person Name form,Warning,1,PLAUSIBILITY,RETIRED_PN,"not applicable, no requirement is cited by the message",not applicable,,"Named in the rubric as a plausibility heuristic. The message is about the shape of a PN value, a single component with no caret delimiters, which PS3.5 Table 6.2-1 permits for VR PN. No Type and no condition is asserted, and dciodvfy emits it at Warning severity with the word dubious. 1,209 of the 1,224 message classes in this SOP class fall under this rule, one per distinct name value, because the census keys a class on the normalised message text and the value sits inside it."
dciodvfy,fe601d1afb82,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <ProstateX-0039> - Retired Person Name form,Warning,1,PLAUSIBILITY,RETIRED_PN,"not applicable, no requirement is cited by the message",not applicable,,"Named in the rubric as a plausibility heuristic. The message is about the shape of a PN value, a single component with no caret delimiters, which PS3.5 Table 6.2-1 permits for VR PN. No Type and no condition is asserted, and dciodvfy emits it at Warning severity with the word dubious. 1,209 of the 1,224 message classes in this SOP class fall under this rule, one per distinct name value, because the census keys a class on the normalised message text and the value sits inside it."
dciodvfy,ff85e588f254,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <ProstateX-0067> - Retired Person Name form,Warning,1,PLAUSIBILITY,RETIRED_PN,"not applicable, no requirement is cited by the message",not applicable,,"Named in the rubric as a plausibility heuristic. The message is about the shape of a PN value, a single component with no caret delimiters, which PS3.5 Table 6.2-1 permits for VR PN. No Type and no condition is asserted, and dciodvfy emits it at Warning severity with the word dubious. 1,209 of the 1,224 message classes in this SOP class fall under this rule, one per distinct name value, because the census keys a class on the normalised message text and the value sits inside it."
dciodvfy,ffa678789c64,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <ProstateX-0186> - Retired Person Name form,Warning,1,PLAUSIBILITY,RETIRED_PN,"not applicable, no requirement is cited by the message",not applicable,,"Named in the rubric as a plausibility heuristic. The message is about the shape of a PN value, a single component with no caret delimiters, which PS3.5 Table 6.2-1 permits for VR PN. No Type and no condition is asserted, and dciodvfy emits it at Warning severity with the word dubious. 1,209 of the 1,224 message classes in this SOP class fall under this rule, one per distinct name value, because the census keys a class on the normalised message text and the value sits inside it."
dciodvfy,ffc7dd06866b,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <ProstateX-0156> - Retired Person Name form,Warning,1,PLAUSIBILITY,RETIRED_PN,"not applicable, no requirement is cited by the message",not applicable,,"Named in the rubric as a plausibility heuristic. The message is about the shape of a PN value, a single component with no caret delimiters, which PS3.5 Table 6.2-1 permits for VR PN. No Type and no condition is asserted, and dciodvfy emits it at Warning severity with the word dubious. 1,209 of the 1,224 message classes in this SOP class fall under this rule, one per distinct name value, because the census keys a class on the normalised message text and the value sits inside it."
