writer,sop_class,variant,variant_title,validator,message_class_id,message_template,severity_as_emitted,sop_instance_uid,not_applicable,not_applicable_reason,validator_returncode,object_file
dcmqi,SEG BINARY,V2,SegmentIdentificationSequence moved from Per-Frame to Shared,dicom-validator,d81147d20e87,Module <Multi-frame Functional Groups> (TAG) (Shared Functional Groups Sequence) Tag (TAG) (Pixel Measures Sequence) is unexpected,ERROR,1.2.276.0.7230010.3.1.4.364585011.331240.1785647604.950,False,,7,D:\Radiology\Colophon\_cache\fixture\variants\w2\seg_binary\V2.dcm
dcmqi,SEG BINARY,V2,SegmentIdentificationSequence moved from Per-Frame to Shared,dicom-validator,f6bdf6ba947e,Module <Multi-frame Functional Groups> (TAG) (Shared Functional Groups Sequence) Tag (TAG) (Segment Identification Sequence) is unexpected,ERROR,1.2.276.0.7230010.3.1.4.364585011.331240.1785647604.950,False,,7,D:\Radiology\Colophon\_cache\fixture\variants\w2\seg_binary\V2.dcm
dcmqi,SEG BINARY,V2,SegmentIdentificationSequence moved from Per-Frame to Shared,dicom-validator,f782376ec325,Module <Multi-frame Functional Groups> (TAG) (Per-Frame Functional Groups Sequence) Tag (TAG) (Derivation Image Sequence) is unexpected,ERROR,1.2.276.0.7230010.3.1.4.364585011.331240.1785647604.950,False,,7,D:\Radiology\Colophon\_cache\fixture\variants\w2\seg_binary\V2.dcm
dcmqi,SEG BINARY,V2,SegmentIdentificationSequence moved from Per-Frame to Shared,dicom-validator,d0eabe730084,Module <Multi-frame Functional Groups> (TAG) (Per-Frame Functional Groups Sequence) Tag (TAG) (Frame Content Sequence) is unexpected,ERROR,1.2.276.0.7230010.3.1.4.364585011.331240.1785647604.950,False,,7,D:\Radiology\Colophon\_cache\fixture\variants\w2\seg_binary\V2.dcm
dcmqi,SEG BINARY,V2,SegmentIdentificationSequence moved from Per-Frame to Shared,dicom-validator,380880930b44,Module <Multi-frame Functional Groups> (TAG) (Per-Frame Functional Groups Sequence) Tag (TAG) (Plane Position Sequence) is unexpected,ERROR,1.2.276.0.7230010.3.1.4.364585011.331240.1785647604.950,False,,7,D:\Radiology\Colophon\_cache\fixture\variants\w2\seg_binary\V2.dcm
dcmqi,SEG BINARY,V3,"zero-length Laterality (0020,0060)",dciodvfy,338512419580,Error - Attribute present when condition unsatisfied (which may not be present otherwise) Type 2C Conditional Element=<Laterality> Module=<GeneralSeries>,Error,1.2.276.0.7230010.3.1.4.364585011.331240.1785647604.950,False,,1,D:\Radiology\Colophon\_cache\fixture\variants\w2\seg_binary\V3.dcm
dcmqi,SEG BINARY,V3,"zero-length Laterality (0020,0060)",dciodvfy,76794a45ac42,"Warning - is only permitted to be empty when actually unknown; should be absent (not empty) if an unpaired body part, and have a value if a paired body part - attribute <Laterality>",Warning,1.2.276.0.7230010.3.1.4.364585011.331240.1785647604.950,False,,1,D:\Radiology\Colophon\_cache\fixture\variants\w2\seg_binary\V3.dcm
dcmqi,SEG BINARY,V3,"zero-length Laterality (0020,0060)",dciodvfy,cc372fb8c40c,Error - Missing attribute Type 2 Required Element=<ClinicalTrialCoordinatingCenterName> Module=<ClinicalTrialSeries>,Error,1.2.276.0.7230010.3.1.4.364585011.331240.1785647604.950,False,,1,D:\Radiology\Colophon\_cache\fixture\variants\w2\seg_binary\V3.dcm
dcmqi,SEG BINARY,V3,"zero-length Laterality (0020,0060)",dicom-validator,6f56c1b01548,Module <Clinical Trial Series> Tag (TAG) (Clinical Trial Coordinating Center Name) is missing,ERROR,1.2.276.0.7230010.3.1.4.364585011.331240.1785647604.950,False,,7,D:\Radiology\Colophon\_cache\fixture\variants\w2\seg_binary\V3.dcm
dcmqi,SEG BINARY,V3,"zero-length Laterality (0020,0060)",dicom-validator,6f01abd4f319,Module <Multi-frame Functional Groups> (TAG) (Shared Functional Groups Sequence) Tag (TAG) (Plane Orientation Sequence) is unexpected,ERROR,1.2.276.0.7230010.3.1.4.364585011.331240.1785647604.950,False,,7,D:\Radiology\Colophon\_cache\fixture\variants\w2\seg_binary\V3.dcm
dcmqi,SEG BINARY,V3,"zero-length Laterality (0020,0060)",dicom-validator,d81147d20e87,Module <Multi-frame Functional Groups> (TAG) (Shared Functional Groups Sequence) Tag (TAG) (Pixel Measures Sequence) is unexpected,ERROR,1.2.276.0.7230010.3.1.4.364585011.331240.1785647604.950,False,,7,D:\Radiology\Colophon\_cache\fixture\variants\w2\seg_binary\V3.dcm
dcmqi,SEG BINARY,V3,"zero-length Laterality (0020,0060)",dicom-validator,f782376ec325,Module <Multi-frame Functional Groups> (TAG) (Per-Frame Functional Groups Sequence) Tag (TAG) (Derivation Image Sequence) is unexpected,ERROR,1.2.276.0.7230010.3.1.4.364585011.331240.1785647604.950,False,,7,D:\Radiology\Colophon\_cache\fixture\variants\w2\seg_binary\V3.dcm
dcmqi,SEG BINARY,V3,"zero-length Laterality (0020,0060)",dicom-validator,d0eabe730084,Module <Multi-frame Functional Groups> (TAG) (Per-Frame Functional Groups Sequence) Tag (TAG) (Frame Content Sequence) is unexpected,ERROR,1.2.276.0.7230010.3.1.4.364585011.331240.1785647604.950,False,,7,D:\Radiology\Colophon\_cache\fixture\variants\w2\seg_binary\V3.dcm
dcmqi,SEG BINARY,V3,"zero-length Laterality (0020,0060)",dicom-validator,380880930b44,Module <Multi-frame Functional Groups> (TAG) (Per-Frame Functional Groups Sequence) Tag (TAG) (Plane Position Sequence) is unexpected,ERROR,1.2.276.0.7230010.3.1.4.364585011.331240.1785647604.950,False,,7,D:\Radiology\Colophon\_cache\fixture\variants\w2\seg_binary\V3.dcm
dcmqi,SEG BINARY,V3,"zero-length Laterality (0020,0060)",dicom-validator,972394b5bb82,Module <Multi-frame Functional Groups> (TAG) (Per-Frame Functional Groups Sequence) Tag (TAG) (Segment Identification Sequence) is unexpected,ERROR,1.2.276.0.7230010.3.1.4.364585011.331240.1785647604.950,False,,7,D:\Radiology\Colophon\_cache\fixture\variants\w2\seg_binary\V3.dcm
dcmqi,SEG BINARY,V4,"SegmentAlgorithmType MANUAL with (0062,0007) absent",dciodvfy,cc372fb8c40c,Error - Missing attribute Type 2 Required Element=<ClinicalTrialCoordinatingCenterName> Module=<ClinicalTrialSeries>,Error,1.2.276.0.7230010.3.1.4.364585011.331240.1785647604.950,False,,1,D:\Radiology\Colophon\_cache\fixture\variants\w2\seg_binary\V4.dcm
dcmqi,SEG BINARY,V4,"SegmentAlgorithmType MANUAL with (0062,0007) absent",dciodvfy,96f489af6c44,Error - Attribute present when condition unsatisfied (which may not be present otherwise) Type 1C Conditional Element=<SegmentAlgorithmName> Module=<SegmentationImage>,Error,1.2.276.0.7230010.3.1.4.364585011.331240.1785647604.950,False,,1,D:\Radiology\Colophon\_cache\fixture\variants\w2\seg_binary\V4.dcm
dcmqi,SEG BINARY,V4,"SegmentAlgorithmType MANUAL with (0062,0007) absent",dicom-validator,6f56c1b01548,Module <Clinical Trial Series> Tag (TAG) (Clinical Trial Coordinating Center Name) is missing,ERROR,1.2.276.0.7230010.3.1.4.364585011.331240.1785647604.950,False,,7,D:\Radiology\Colophon\_cache\fixture\variants\w2\seg_binary\V4.dcm
dcmqi,SEG BINARY,V4,"SegmentAlgorithmType MANUAL with (0062,0007) absent",dicom-validator,6f01abd4f319,Module <Multi-frame Functional Groups> (TAG) (Shared Functional Groups Sequence) Tag (TAG) (Plane Orientation Sequence) is unexpected,ERROR,1.2.276.0.7230010.3.1.4.364585011.331240.1785647604.950,False,,7,D:\Radiology\Colophon\_cache\fixture\variants\w2\seg_binary\V4.dcm
dcmqi,SEG BINARY,V4,"SegmentAlgorithmType MANUAL with (0062,0007) absent",dicom-validator,d81147d20e87,Module <Multi-frame Functional Groups> (TAG) (Shared Functional Groups Sequence) Tag (TAG) (Pixel Measures Sequence) is unexpected,ERROR,1.2.276.0.7230010.3.1.4.364585011.331240.1785647604.950,False,,7,D:\Radiology\Colophon\_cache\fixture\variants\w2\seg_binary\V4.dcm
dcmqi,SEG BINARY,V4,"SegmentAlgorithmType MANUAL with (0062,0007) absent",dicom-validator,f782376ec325,Module <Multi-frame Functional Groups> (TAG) (Per-Frame Functional Groups Sequence) Tag (TAG) (Derivation Image Sequence) is unexpected,ERROR,1.2.276.0.7230010.3.1.4.364585011.331240.1785647604.950,False,,7,D:\Radiology\Colophon\_cache\fixture\variants\w2\seg_binary\V4.dcm
dcmqi,SEG BINARY,V4,"SegmentAlgorithmType MANUAL with (0062,0007) absent",dicom-validator,d0eabe730084,Module <Multi-frame Functional Groups> (TAG) (Per-Frame Functional Groups Sequence) Tag (TAG) (Frame Content Sequence) is unexpected,ERROR,1.2.276.0.7230010.3.1.4.364585011.331240.1785647604.950,False,,7,D:\Radiology\Colophon\_cache\fixture\variants\w2\seg_binary\V4.dcm
dcmqi,SEG BINARY,V4,"SegmentAlgorithmType MANUAL with (0062,0007) absent",dicom-validator,380880930b44,Module <Multi-frame Functional Groups> (TAG) (Per-Frame Functional Groups Sequence) Tag (TAG) (Plane Position Sequence) is unexpected,ERROR,1.2.276.0.7230010.3.1.4.364585011.331240.1785647604.950,False,,7,D:\Radiology\Colophon\_cache\fixture\variants\w2\seg_binary\V4.dcm
dcmqi,SEG BINARY,V4,"SegmentAlgorithmType MANUAL with (0062,0007) absent",dicom-validator,972394b5bb82,Module <Multi-frame Functional Groups> (TAG) (Per-Frame Functional Groups Sequence) Tag (TAG) (Segment Identification Sequence) is unexpected,ERROR,1.2.276.0.7230010.3.1.4.364585011.331240.1785647604.950,False,,7,D:\Radiology\Colophon\_cache\fixture\variants\w2\seg_binary\V4.dcm
dcmqi,SEG BINARY,V5,"Extended Defined Term in BodyPartExamined (0018,0015)",dciodvfy,a35748abec5f,Warning - Unrecognized defined term <COLOPHONPHANTOM> for value 1 of attribute <Body Part Examined>,Warning,1.2.276.0.7230010.3.1.4.364585011.331240.1785647604.950,False,,1,D:\Radiology\Colophon\_cache\fixture\variants\w2\seg_binary\V5.dcm
dcmqi,SEG BINARY,V5,"Extended Defined Term in BodyPartExamined (0018,0015)",dciodvfy,cc372fb8c40c,Error - Missing attribute Type 2 Required Element=<ClinicalTrialCoordinatingCenterName> Module=<ClinicalTrialSeries>,Error,1.2.276.0.7230010.3.1.4.364585011.331240.1785647604.950,False,,1,D:\Radiology\Colophon\_cache\fixture\variants\w2\seg_binary\V5.dcm
dcmqi,SEG BINARY,V5,"Extended Defined Term in BodyPartExamined (0018,0015)",dicom-validator,6f56c1b01548,Module <Clinical Trial Series> Tag (TAG) (Clinical Trial Coordinating Center Name) is missing,ERROR,1.2.276.0.7230010.3.1.4.364585011.331240.1785647604.950,False,,7,D:\Radiology\Colophon\_cache\fixture\variants\w2\seg_binary\V5.dcm
dcmqi,SEG BINARY,V5,"Extended Defined Term in BodyPartExamined (0018,0015)",dicom-validator,6f01abd4f319,Module <Multi-frame Functional Groups> (TAG) (Shared Functional Groups Sequence) Tag (TAG) (Plane Orientation Sequence) is unexpected,ERROR,1.2.276.0.7230010.3.1.4.364585011.331240.1785647604.950,False,,7,D:\Radiology\Colophon\_cache\fixture\variants\w2\seg_binary\V5.dcm
dcmqi,SEG BINARY,V5,"Extended Defined Term in BodyPartExamined (0018,0015)",dicom-validator,d81147d20e87,Module <Multi-frame Functional Groups> (TAG) (Shared Functional Groups Sequence) Tag (TAG) (Pixel Measures Sequence) is unexpected,ERROR,1.2.276.0.7230010.3.1.4.364585011.331240.1785647604.950,False,,7,D:\Radiology\Colophon\_cache\fixture\variants\w2\seg_binary\V5.dcm
dcmqi,SEG BINARY,V5,"Extended Defined Term in BodyPartExamined (0018,0015)",dicom-validator,f782376ec325,Module <Multi-frame Functional Groups> (TAG) (Per-Frame Functional Groups Sequence) Tag (TAG) (Derivation Image Sequence) is unexpected,ERROR,1.2.276.0.7230010.3.1.4.364585011.331240.1785647604.950,False,,7,D:\Radiology\Colophon\_cache\fixture\variants\w2\seg_binary\V5.dcm
dcmqi,SEG BINARY,V5,"Extended Defined Term in BodyPartExamined (0018,0015)",dicom-validator,d0eabe730084,Module <Multi-frame Functional Groups> (TAG) (Per-Frame Functional Groups Sequence) Tag (TAG) (Frame Content Sequence) is unexpected,ERROR,1.2.276.0.7230010.3.1.4.364585011.331240.1785647604.950,False,,7,D:\Radiology\Colophon\_cache\fixture\variants\w2\seg_binary\V5.dcm
dcmqi,SEG BINARY,V5,"Extended Defined Term in BodyPartExamined (0018,0015)",dicom-validator,380880930b44,Module <Multi-frame Functional Groups> (TAG) (Per-Frame Functional Groups Sequence) Tag (TAG) (Plane Position Sequence) is unexpected,ERROR,1.2.276.0.7230010.3.1.4.364585011.331240.1785647604.950,False,,7,D:\Radiology\Colophon\_cache\fixture\variants\w2\seg_binary\V5.dcm
dcmqi,SEG BINARY,V5,"Extended Defined Term in BodyPartExamined (0018,0015)",dicom-validator,972394b5bb82,Module <Multi-frame Functional Groups> (TAG) (Per-Frame Functional Groups Sequence) Tag (TAG) (Segment Identification Sequence) is unexpected,ERROR,1.2.276.0.7230010.3.1.4.364585011.331240.1785647604.950,False,,7,D:\Radiology\Colophon\_cache\fixture\variants\w2\seg_binary\V5.dcm
dcmqi,SEG BINARY,V6,well-formed private block with one private attribute,dciodvfy,90bfbde4dc15,(TAG) ? - Warning - Unrecognized tag - assuming explicit value representation OK,Warning,1.2.276.0.7230010.3.1.4.364585011.331240.1785647604.950,False,,1,D:\Radiology\Colophon\_cache\fixture\variants\w2\seg_binary\V6.dcm
dcmqi,SEG BINARY,V6,well-formed private block with one private attribute,dciodvfy,cc372fb8c40c,Error - Missing attribute Type 2 Required Element=<ClinicalTrialCoordinatingCenterName> Module=<ClinicalTrialSeries>,Error,1.2.276.0.7230010.3.1.4.364585011.331240.1785647604.950,False,,1,D:\Radiology\Colophon\_cache\fixture\variants\w2\seg_binary\V6.dcm
dcmqi,SEG BINARY,V6,well-formed private block with one private attribute,dicom-validator,6f56c1b01548,Module <Clinical Trial Series> Tag (TAG) (Clinical Trial Coordinating Center Name) is missing,ERROR,1.2.276.0.7230010.3.1.4.364585011.331240.1785647604.950,False,,7,D:\Radiology\Colophon\_cache\fixture\variants\w2\seg_binary\V6.dcm
dcmqi,SEG BINARY,V6,well-formed private block with one private attribute,dicom-validator,6f01abd4f319,Module <Multi-frame Functional Groups> (TAG) (Shared Functional Groups Sequence) Tag (TAG) (Plane Orientation Sequence) is unexpected,ERROR,1.2.276.0.7230010.3.1.4.364585011.331240.1785647604.950,False,,7,D:\Radiology\Colophon\_cache\fixture\variants\w2\seg_binary\V6.dcm
dcmqi,SEG BINARY,V6,well-formed private block with one private attribute,dicom-validator,d81147d20e87,Module <Multi-frame Functional Groups> (TAG) (Shared Functional Groups Sequence) Tag (TAG) (Pixel Measures Sequence) is unexpected,ERROR,1.2.276.0.7230010.3.1.4.364585011.331240.1785647604.950,False,,7,D:\Radiology\Colophon\_cache\fixture\variants\w2\seg_binary\V6.dcm
dcmqi,SEG BINARY,V6,well-formed private block with one private attribute,dicom-validator,f782376ec325,Module <Multi-frame Functional Groups> (TAG) (Per-Frame Functional Groups Sequence) Tag (TAG) (Derivation Image Sequence) is unexpected,ERROR,1.2.276.0.7230010.3.1.4.364585011.331240.1785647604.950,False,,7,D:\Radiology\Colophon\_cache\fixture\variants\w2\seg_binary\V6.dcm
dcmqi,SEG BINARY,V6,well-formed private block with one private attribute,dicom-validator,d0eabe730084,Module <Multi-frame Functional Groups> (TAG) (Per-Frame Functional Groups Sequence) Tag (TAG) (Frame Content Sequence) is unexpected,ERROR,1.2.276.0.7230010.3.1.4.364585011.331240.1785647604.950,False,,7,D:\Radiology\Colophon\_cache\fixture\variants\w2\seg_binary\V6.dcm
dcmqi,SEG BINARY,V6,well-formed private block with one private attribute,dicom-validator,380880930b44,Module <Multi-frame Functional Groups> (TAG) (Per-Frame Functional Groups Sequence) Tag (TAG) (Plane Position Sequence) is unexpected,ERROR,1.2.276.0.7230010.3.1.4.364585011.331240.1785647604.950,False,,7,D:\Radiology\Colophon\_cache\fixture\variants\w2\seg_binary\V6.dcm
dcmqi,SEG BINARY,V6,well-formed private block with one private attribute,dicom-validator,972394b5bb82,Module <Multi-frame Functional Groups> (TAG) (Per-Frame Functional Groups Sequence) Tag (TAG) (Segment Identification Sequence) is unexpected,ERROR,1.2.276.0.7230010.3.1.4.364585011.331240.1785647604.950,False,,7,D:\Radiology\Colophon\_cache\fixture\variants\w2\seg_binary\V6.dcm
dcmqi,SEG BINARY,V7,"retained retired attribute DataSetSubtype (0008,0041)",dciodvfy,297db1719167,Warning - Retired attribute - (TAG) LO Data Set Subtype,Warning,1.2.276.0.7230010.3.1.4.364585011.331240.1785647604.950,False,,1,D:\Radiology\Colophon\_cache\fixture\variants\w2\seg_binary\V7.dcm
dcmqi,SEG BINARY,V7,"retained retired attribute DataSetSubtype (0008,0041)",dciodvfy,23621f00ac57,Warning - Dicom dataset contains retired attributes,Warning,1.2.276.0.7230010.3.1.4.364585011.331240.1785647604.950,False,,1,D:\Radiology\Colophon\_cache\fixture\variants\w2\seg_binary\V7.dcm
dcmqi,SEG BINARY,V7,"retained retired attribute DataSetSubtype (0008,0041)",dciodvfy,cc372fb8c40c,Error - Missing attribute Type 2 Required Element=<ClinicalTrialCoordinatingCenterName> Module=<ClinicalTrialSeries>,Error,1.2.276.0.7230010.3.1.4.364585011.331240.1785647604.950,False,,1,D:\Radiology\Colophon\_cache\fixture\variants\w2\seg_binary\V7.dcm
dcmqi,SEG BINARY,V7,"retained retired attribute DataSetSubtype (0008,0041)",dciodvfy,d0b65619b767,Warning - Attribute is not present in standard DICOM IOD - (TAG) LO Data Set Subtype,Warning,1.2.276.0.7230010.3.1.4.364585011.331240.1785647604.950,False,,1,D:\Radiology\Colophon\_cache\fixture\variants\w2\seg_binary\V7.dcm
dcmqi,SEG BINARY,V7,"retained retired attribute DataSetSubtype (0008,0041)",dciodvfy,1e5af1bdbedd,Warning - Dicom dataset contains attributes not present in standard DICOM IOD - this is a Standard Extended SOP Class,Warning,1.2.276.0.7230010.3.1.4.364585011.331240.1785647604.950,False,,1,D:\Radiology\Colophon\_cache\fixture\variants\w2\seg_binary\V7.dcm
dcmqi,SEG BINARY,V7,"retained retired attribute DataSetSubtype (0008,0041)",dicom-validator,6f56c1b01548,Module <Clinical Trial Series> Tag (TAG) (Clinical Trial Coordinating Center Name) is missing,ERROR,1.2.276.0.7230010.3.1.4.364585011.331240.1785647604.950,False,,8,D:\Radiology\Colophon\_cache\fixture\variants\w2\seg_binary\V7.dcm
dcmqi,SEG BINARY,V7,"retained retired attribute DataSetSubtype (0008,0041)",dicom-validator,6f01abd4f319,Module <Multi-frame Functional Groups> (TAG) (Shared Functional Groups Sequence) Tag (TAG) (Plane Orientation Sequence) is unexpected,ERROR,1.2.276.0.7230010.3.1.4.364585011.331240.1785647604.950,False,,8,D:\Radiology\Colophon\_cache\fixture\variants\w2\seg_binary\V7.dcm
dcmqi,SEG BINARY,V7,"retained retired attribute DataSetSubtype (0008,0041)",dicom-validator,d81147d20e87,Module <Multi-frame Functional Groups> (TAG) (Shared Functional Groups Sequence) Tag (TAG) (Pixel Measures Sequence) is unexpected,ERROR,1.2.276.0.7230010.3.1.4.364585011.331240.1785647604.950,False,,8,D:\Radiology\Colophon\_cache\fixture\variants\w2\seg_binary\V7.dcm
dcmqi,SEG BINARY,V7,"retained retired attribute DataSetSubtype (0008,0041)",dicom-validator,f782376ec325,Module <Multi-frame Functional Groups> (TAG) (Per-Frame Functional Groups Sequence) Tag (TAG) (Derivation Image Sequence) is unexpected,ERROR,1.2.276.0.7230010.3.1.4.364585011.331240.1785647604.950,False,,8,D:\Radiology\Colophon\_cache\fixture\variants\w2\seg_binary\V7.dcm
dcmqi,SEG BINARY,V7,"retained retired attribute DataSetSubtype (0008,0041)",dicom-validator,d0eabe730084,Module <Multi-frame Functional Groups> (TAG) (Per-Frame Functional Groups Sequence) Tag (TAG) (Frame Content Sequence) is unexpected,ERROR,1.2.276.0.7230010.3.1.4.364585011.331240.1785647604.950,False,,8,D:\Radiology\Colophon\_cache\fixture\variants\w2\seg_binary\V7.dcm
dcmqi,SEG BINARY,V7,"retained retired attribute DataSetSubtype (0008,0041)",dicom-validator,380880930b44,Module <Multi-frame Functional Groups> (TAG) (Per-Frame Functional Groups Sequence) Tag (TAG) (Plane Position Sequence) is unexpected,ERROR,1.2.276.0.7230010.3.1.4.364585011.331240.1785647604.950,False,,8,D:\Radiology\Colophon\_cache\fixture\variants\w2\seg_binary\V7.dcm
dcmqi,SEG BINARY,V7,"retained retired attribute DataSetSubtype (0008,0041)",dicom-validator,972394b5bb82,Module <Multi-frame Functional Groups> (TAG) (Per-Frame Functional Groups Sequence) Tag (TAG) (Segment Identification Sequence) is unexpected,ERROR,1.2.276.0.7230010.3.1.4.364585011.331240.1785647604.950,False,,8,D:\Radiology\Colophon\_cache\fixture\variants\w2\seg_binary\V7.dcm
dcmqi,SEG BINARY,V7,"retained retired attribute DataSetSubtype (0008,0041)",dicom-validator,65ff79bb200f,Module <General> Tag (TAG) (Data Set Subtype) is unexpected,ERROR,1.2.276.0.7230010.3.1.4.364585011.331240.1785647604.950,False,,8,D:\Radiology\Colophon\_cache\fixture\variants\w2\seg_binary\V7.dcm
dcmqi,SEG BINARY,V8,"populated ContentCreatorName (0070,0084) and identification sequence",dciodvfy,cc372fb8c40c,Error - Missing attribute Type 2 Required Element=<ClinicalTrialCoordinatingCenterName> Module=<ClinicalTrialSeries>,Error,1.2.276.0.7230010.3.1.4.364585011.331240.1785647604.950,False,,1,D:\Radiology\Colophon\_cache\fixture\variants\w2\seg_binary\V8.dcm
dcmqi,SEG BINARY,V8,"populated ContentCreatorName (0070,0084) and identification sequence",dciodvfy,72bcbf706cc3,Warning - Unrecognized defined term <99COLOPHON> for value 1 of attribute <Coding Scheme Designator>,Warning,1.2.276.0.7230010.3.1.4.364585011.331240.1785647604.950,False,,1,D:\Radiology\Colophon\_cache\fixture\variants\w2\seg_binary\V8.dcm
dcmqi,SEG BINARY,V8,"populated ContentCreatorName (0070,0084) and identification sequence",dicom-validator,6f56c1b01548,Module <Clinical Trial Series> Tag (TAG) (Clinical Trial Coordinating Center Name) is missing,ERROR,1.2.276.0.7230010.3.1.4.364585011.331240.1785647604.950,False,,7,D:\Radiology\Colophon\_cache\fixture\variants\w2\seg_binary\V8.dcm
dcmqi,SEG BINARY,V8,"populated ContentCreatorName (0070,0084) and identification sequence",dicom-validator,6f01abd4f319,Module <Multi-frame Functional Groups> (TAG) (Shared Functional Groups Sequence) Tag (TAG) (Plane Orientation Sequence) is unexpected,ERROR,1.2.276.0.7230010.3.1.4.364585011.331240.1785647604.950,False,,7,D:\Radiology\Colophon\_cache\fixture\variants\w2\seg_binary\V8.dcm
dcmqi,SEG BINARY,V8,"populated ContentCreatorName (0070,0084) and identification sequence",dicom-validator,d81147d20e87,Module <Multi-frame Functional Groups> (TAG) (Shared Functional Groups Sequence) Tag (TAG) (Pixel Measures Sequence) is unexpected,ERROR,1.2.276.0.7230010.3.1.4.364585011.331240.1785647604.950,False,,7,D:\Radiology\Colophon\_cache\fixture\variants\w2\seg_binary\V8.dcm
dcmqi,SEG BINARY,V8,"populated ContentCreatorName (0070,0084) and identification sequence",dicom-validator,f782376ec325,Module <Multi-frame Functional Groups> (TAG) (Per-Frame Functional Groups Sequence) Tag (TAG) (Derivation Image Sequence) is unexpected,ERROR,1.2.276.0.7230010.3.1.4.364585011.331240.1785647604.950,False,,7,D:\Radiology\Colophon\_cache\fixture\variants\w2\seg_binary\V8.dcm
dcmqi,SEG BINARY,V8,"populated ContentCreatorName (0070,0084) and identification sequence",dicom-validator,d0eabe730084,Module <Multi-frame Functional Groups> (TAG) (Per-Frame Functional Groups Sequence) Tag (TAG) (Frame Content Sequence) is unexpected,ERROR,1.2.276.0.7230010.3.1.4.364585011.331240.1785647604.950,False,,7,D:\Radiology\Colophon\_cache\fixture\variants\w2\seg_binary\V8.dcm
dcmqi,SEG BINARY,V8,"populated ContentCreatorName (0070,0084) and identification sequence",dicom-validator,380880930b44,Module <Multi-frame Functional Groups> (TAG) (Per-Frame Functional Groups Sequence) Tag (TAG) (Plane Position Sequence) is unexpected,ERROR,1.2.276.0.7230010.3.1.4.364585011.331240.1785647604.950,False,,7,D:\Radiology\Colophon\_cache\fixture\variants\w2\seg_binary\V8.dcm
dcmqi,SEG BINARY,V8,"populated ContentCreatorName (0070,0084) and identification sequence",dicom-validator,972394b5bb82,Module <Multi-frame Functional Groups> (TAG) (Per-Frame Functional Groups Sequence) Tag (TAG) (Segment Identification Sequence) is unexpected,ERROR,1.2.276.0.7230010.3.1.4.364585011.331240.1785647604.950,False,,7,D:\Radiology\Colophon\_cache\fixture\variants\w2\seg_binary\V8.dcm
dcmqi,SEG BINARY,V9,"Deflated Explicit VR LE, 1.2.840.10008.1.2.1.99",dciodvfy,6d68f2f84402,(TAG) ? - Warning - Private tag without owner,Warning,1.2.276.0.7230010.3.1.4.364585011.331240.1785647604.950,False,,1,D:\Radiology\Colophon\_cache\fixture\variants\w2\seg_binary\V9.dcm
dcmqi,SEG BINARY,V9,"Deflated Explicit VR LE, 1.2.840.10008.1.2.1.99",dciodvfy,b903c91df2c4,(TAG) ? Error - Tag read failed - Implicit VR encoding even though supposed to be explicit,UNCLASSIFIED,1.2.276.0.7230010.3.1.4.364585011.331240.1785647604.950,False,,1,D:\Radiology\Colophon\_cache\fixture\variants\w2\seg_binary\V9.dcm
dcmqi,SEG BINARY,V9,"Deflated Explicit VR LE, 1.2.840.10008.1.2.1.99",dciodvfy,e88d56414422,(TAG) ? - Error - Bad Value Length - not a multiple of 2 - VL is 0x3e14451b should be 0x3e14451c,Error,1.2.276.0.7230010.3.1.4.364585011.331240.1785647604.950,False,,1,D:\Radiology\Colophon\_cache\fixture\variants\w2\seg_binary\V9.dcm
dcmqi,SEG BINARY,V9,"Deflated Explicit VR LE, 1.2.840.10008.1.2.1.99",dciodvfy,eaf1dc000183,Error - Dicom dataset read failed,Error,1.2.276.0.7230010.3.1.4.364585011.331240.1785647604.950,False,,1,D:\Radiology\Colophon\_cache\fixture\variants\w2\seg_binary\V9.dcm
dcmqi,SEG BINARY,V9,"Deflated Explicit VR LE, 1.2.840.10008.1.2.1.99",dciodvfy,323af3b001a4,Error - MediaStorageSOPInstanceUID but missing SOPInstanceUID and not a directory,Error,1.2.276.0.7230010.3.1.4.364585011.331240.1785647604.950,False,,1,D:\Radiology\Colophon\_cache\fixture\variants\w2\seg_binary\V9.dcm
dcmqi,SEG BINARY,V9,"Deflated Explicit VR LE, 1.2.840.10008.1.2.1.99",dciodvfy,cb62c62d3021,Error - MediaStorageSOPClassUID but missing SOPClassUID and not a directory,Error,1.2.276.0.7230010.3.1.4.364585011.331240.1785647604.950,False,,1,D:\Radiology\Colophon\_cache\fixture\variants\w2\seg_binary\V9.dcm
dcmqi,SEG BINARY,V9,"Deflated Explicit VR LE, 1.2.840.10008.1.2.1.99",dciodvfy,41e32cbf96c8,Warning - Missing attribute or value that would be needed to build DICOMDIR - Patient ID,Warning,1.2.276.0.7230010.3.1.4.364585011.331240.1785647604.950,False,,1,D:\Radiology\Colophon\_cache\fixture\variants\w2\seg_binary\V9.dcm
dcmqi,SEG BINARY,V9,"Deflated Explicit VR LE, 1.2.840.10008.1.2.1.99",dciodvfy,be7924fc3263,Warning - Missing attribute or value that would be needed to build DICOMDIR - Study Date,Warning,1.2.276.0.7230010.3.1.4.364585011.331240.1785647604.950,False,,1,D:\Radiology\Colophon\_cache\fixture\variants\w2\seg_binary\V9.dcm
